,protocol,domain_name,address,is_phished,long_url,having_@_symbol,redirection_//_symbol,prefix_suffix_seperation,sub_domains
24,http,www.myhealthcarepharmacy.ca,wp-includes/js/jquery/ini.php,yes,2,0,0,0,0
25,http,code.google.com,p/pylevenshtein/,no,0,0,0,0,0
26,http,linkedin.com,,no,0,0,0,0,0
27,http,imageshack.com,f/219/cadir2yr3.jpg,no,0,0,0,0,0
28,https,doc-08-bc-apps-viewer.googleusercontent.com,viewer/secure/pdf/oeseuikt874lsab1nd951o2hb6vbgqns/gc3s35v5saovjtfmagnbkgq7hc7s50l6/1499021625000/gmail/14638345563091176801/acfrogckzroqd-f0fr1n1piikbhbdczsaeswhrd92dmn5wzd5thhuuygxrynocqta0zj7dtnh-rqoo1oshslabr8-lg9mfwbj4oszzqzwo0ek_ajqeghtrw7vpojjga=?print=true,no,1,0,0,1,0
29,http,www.7-zip.org,download.html,no,0,0,0,1,0
30,http,ebay.com,,no,0,0,0,0,0
31,https,login.yahoo.com,config/login?.done=https%3a%2f%2fapi.login.yahoo.com%2foauth2%2frequest_auth%3fclient_id%3ddj0yjmk9ntjmmkvmofo3ruvmjmq9wvdrovdxeghvmwx3tjjfbwnhbzlnqs0tjnm9y29uc3vtzxjzzwnyzxqmed01oa--%26redirect_uri%3dhttps%253a%252f%252fwww.flickr.com%252fsignin%252fyahoo%252foauth%252f%253fredir%253dhttps%25253a%25252f%25252fwww.flickr.com%25252f%26response_type%3dcode%26scope%3dopenid%252csdpp-w%26nonce%3ded6f1ac7588e593f8aec7d26fddbf9cb%26.scrumb%3d0&.src=oauth2&.pd=c%3dmzmafpe.2e7wuwzchd2zpyq-%26ockey%4ddu0yjmk9ntjmmkvmofo3ruvmjmq9wvdrovdxeghvmwx3tjjfbwnhbzlnqs0tjnm9y29uc3vtzxjzzwnyzxqmed01oa--&.crumb=pc09eqrivqz&redirect_uri=https%3a%2f%2fwww.flickr.com%2fsignin%2fyahoo%2foauth%2f%3fredir%3dhttps%253a%252f%252fwww.flickr.com%252f,no,1,0,0,0,0
32,http,pixelpicturescorp.com,,yes,0,0,0,0,0
33,http,puertovarasflyfishing.com,chas,yes,0,0,0,0,0
34,http,www.ortakhatim.com,mukabele/106_107.htm,no,0,0,0,0,0
35,http,www.rileysbrandhoney.com,online/asb/asb.co.nz/,yes,0,0,0,0,0
36,http,girlsneedhelp.info,docss/file/files/db/file.dropbox/form.php,yes,2,0,0,0,0
37,http,netflix.com,,no,0,0,0,0,0
38,https,commons.wikimedia.org,wiki/commons:wiki_loves_monuments_2017_in_the_united_states,no,1,0,0,0,0
39,https,jobs.jobvite.com,careers/crowdstrike/job/obgg5fwm?__jvst=jobboard&__jvsd=linkedin,no,1,0,0,0,0
40,http,shaktipsyllium.com,tmp,yes,0,0,0,0,0
41,http,donfraysoftware.com,mits/acceuil/b5ba8f8fcbdb0da038b68623b29d03e4/particulier.html?agricole=_banque-run&secure=5540zef1415405412104ef151511d7f84f5ze1f510eec8bd0e7e7a27f0a5e3559c0fb8e89ab5831aa57e7a27f0a5e3559c0fb8e89ab5831aa5,yes,1,0,0,0,0
42,http,www.jocuri-kizi.ro,clase/paypal.sirvec.sco.32435456659675897647563543647398758746385475647658746756487/password.php?cmd=/us/cgi-bin/webscr?cmd=_flow&session=pnluc3meh9h4dukhv_v6qjsqgd7zityijq9wuub3cfpg7mo2dssmkjxdg34&dispatch=c70bbe41527861c2b97c3d1f6a850acfdd2fbb19a3d47242b071efa252ac2167e47ebd1fddf0fdac346cbad9c07281a22ed3fc89693dbd0c,yes,1,0,0,1,0
43,http,www.hbrumenterprises.ca,log/doc/td%20fud/234c59b12081201f68dea1f6044a68ba/confirm.html,yes,1,0,0,0,0
44,http,tslimpact.com,wp-includes/js/tinymce/skins/lightgray/fonts/default/b46811ee5e6cff02d935d40d6b6fb09c/,yes,1,0,0,0,0
45,http,tcrn.ch,2flekws,no,0,0,0,0,0
46,http,gulfshield.com,uploads/gallery/mankind/secure/fiscal/manual/mail/login,yes,1,0,0,0,0
47,http,www.businessinsider.com,the-most-famous-band-from-every-state-2016-11,no,1,0,0,0,0
48,http,www.etohumsf.com,home.html?utm_expid=84652692-7.31gnzqcytk2cuv8b5rgr-a.3&lipi=urn%3ali%3apage%3ad_flagship3_messaging%3br2shzpk2t6%2bdhcskeatyjw%3d%3d,no,1,0,0,0,0
49,http,loginid.facebook.weekendtime.com.au,usa/,yes,0,0,0,0,1
50,http,www.ourhypnospace.com,tmp/home/home/index.php,yes,0,0,0,0,0
51,http,ghdbfdfg.ia-waziri.com,hand/,yes,0,0,0,1,0
52,http,kotu.it,media/document/view.htm,yes,0,0,0,0,0
53,http,www.mathworks.com,videos/machine-learning-with-matlab-87051.html?s_eid=psm_da,no,1,0,0,0,0
54,https,en.wikipedia.org,wiki/devlet_bah%c3%a7eli,no,0,0,0,0,0
55,http,www.farhatguitar.com,paginasiframes/canciones%20videos/metallica/nothing%20else%20matters1/pdf/nothing_else_matters_tab.pdf,no,1,0,0,0,0
56,http,haber.sol.org.tr,dunya/abdden-onemli-misir-karari-207146,no,2,0,0,0,2
57,http,chobbney.com,private/wordpress/chase/37e214cbbb5f34c476fd7a523ab41389/,yes,1,0,0,0,0
58,http,yuppipark.com,jaula/administrator/components/com_admin/controllers/help/componet/access/email2.php,yes,1,0,0,0,0
59,http,ilona.com,wcmilona/wp-includes/simplepie/data/a1f5c00bc61b993376c1db8dc1d61159/,yes,1,0,0,0,0
60,https,console.soracom.io,#/signup_mail_sent?coverage_type=g,no,2,0,0,0,0
61,http,www.net-scope.com,,no,0,0,0,1,0
62,http,donfraysoftware.com,mits/acceuil/2ccd44e8b59e451a1e31b922af87d35e/particulier.html?agricole=_banque-run&secure=5540zef1415405412104ef151511d7f84f5ze1f510eec8bd0e39ffc131e3f959a0f1836d0f736e7e0039ffc131e3f959a0f1836d0f736e7e00,yes,1,0,0,0,0
63,http,orange-bureau-business.com,modules/mod-orange-web/f1c08fdbdc4e0a596e370b4f9d6cfc4d/index.php,yes,1,0,0,1,0
64,http,sisteminformtions85312.000webhostapp.com,recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
65,https,cymmetria.com,media/,no,0,0,0,0,0
66,https,archive.ics.uci.edu,ml/datasets/phishing+websites,no,2,0,0,0,2
67,http,www.pythonforbeginners.com,dictionary/python-split,no,2,0,0,0,0
68,http,www.opendatanetwork.com,,no,0,0,0,0,0
69,https,stom05.ru,asb.co.nz/,yes,0,0,0,0,0
70,https,docs.google.com,document/u/1/,no,0,0,0,0,0
71,https,console.soracom.io,#/?coverage_type=g,no,0,0,0,0,0
72,http,dpincsupport.com,,no,0,0,0,0,0
73,http,flower1shop.com,giued/fudd/fud/formfix/form/confirm.php,yes,2,0,0,0,0
74,http,amadeus.inf.br,wp-includes/fonts/files/,yes,0,0,0,0,0
75,http,www.npr.org,?refresh=true,no,0,0,0,0,0
76,https,bitcoin.org,en/,no,0,0,0,0,0
77,http,puppet.org,,no,0,0,0,0,0
78,http,www.oktayusta.net,kiymali-biber-dolmasi-tarifi/,no,2,0,0,0,0
79,http,www.wix.com,website/builder?editorsessionid=3e3386d6-69e8-48ad-9ea9-6a19515a93a7#!/builder/story/c7437e59-d6b7-4528-9c94-1a892685b06e:06cb1122-01e6-4fa0-9934-7dec231fe931/edit/header/,no,1,0,0,0,0
80,http,milestonestrategies.com,yes/happy/,yes,0,0,0,0,0
81,http,promocoe20.sslblindado.com,2017/notebook/hp/intel/core/i7/8gb/desbloqueado.html,yes,1,0,0,0,0
82,http,www.skyorganics.us,,no,0,0,0,0,0
83,https,pinguim-vistoria.com.br,king/verification/d7ecm4m4n7nn73m9329m/card.php,yes,1,0,0,1,0
84,http,miroconsulting.com,blog/difference-between-oracle%e2%80%99s-exadata-and-exalogic/,no,1,0,0,0,0
85,http,propties.com,wp/office,yes,0,0,0,0,0
86,http,www.skickapaket.net,mail/newyahoo/yahoo!mailupgrade.html,yes,2,0,0,0,0
87,https,blog.prodact.io,,no,0,0,0,0,0
88,http,www.chapaccd.com,filee/eef084ebad2dfb9f65390894c6533cb9/,yes,2,0,0,0,0
89,http,acordes.lacuerda.net,paco_de_lucia/,no,0,0,0,0,0
90,http,www.jo4ykw2t.myutilitydomain.com,scan/efddfeddee50056c80fcab8a194bdc7e,yes,1,0,0,0,2
91,https,drive.google.com,drive/u/0/search?q=-owner:me,no,0,0,0,0,0
92,http,my.xfinity.com,?cid=cust,no,0,0,0,0,0
93,https,docs.google.com,document/u/1/?authuser=1&usp=docs_web,no,2,0,0,0,0
94,https,blog.evercoin.com,,no,0,0,0,0,0
95,http,daoudilorin11.mystagingwebsite.com,wp-content/plugins/ubh/acc/dir/cf4ed/dir/car.php,yes,1,0,0,0,0
96,http,hardwoodu.com,server/t/y1.html,yes,0,0,0,0,0
97,http,www.go4steel.in,gallery/images/sfym/,yes,0,0,0,0,0
98,http,donfraysoftware.com,mits/acceuil/08cc3d98ce49961db383fb7a52e2ac9c/particulier.html?agricole=_banque-run&secure=5540zef1415405412104ef151511d7f84f5ze1f510eec8bd0e88cab9065294f3273815a8f377e7427088cab9065294f3273815a8f377e74270,yes,1,0,0,0,0
99,http,davejon.com,equipment/formfix/formfix/form/confirm.php,yes,2,0,0,0,0
100,https,docs.google.com,document/u/1/?usp=docs_home&ths=true,no,2,0,0,0,0
101,http,bareeraz.com,admin/step2.php,yes,0,0,0,0,0
102,http,ortakhatim.com,,no,0,0,0,0,0
103,https,giris.turkiye.gov.tr,oauth2authorizationserver/authorizationcontroller?response_type=code&client_id=cda56b70-f7e1-11e4-b939-0800200c9a66&state=gibrodetblgoruntu&scope=kimlik-dogrula&redirect_uri=https,no,1,0,0,0,2
104,http,www.differencebetween.net,miscellaneous/culture-miscellaneous/difference-between-the-ottoman-empire-and-the-persian-empire/,no,1,0,0,0,0
105,http,aanganestate.com,includes/googlesfile/googlenew/realestateseller/doc/work/ec/,yes,1,0,0,0,0
106,http,www.glenbrookdental.com.au,media/cms/themes/16dc2/index3.html,yes,2,0,0,0,2
107,https,mxtoolbox.com,problem/blacklist/mcafee-blacklist,no,2,0,0,0,0
108,http,www.scuolasci-dolomiti.it,includes/usaa/verification/9bd4c1dm321n45805n97/contact.php,yes,1,0,0,1,0
109,http,www.billboard.com,photos/5908523/original-band-names-list-50-famous-music-groups,no,1,0,0,0,0
110,http,www.bikesdirect.com,?gclid=cj0kcqjw5armbrdzarisaaqmjexcxgeokqthbzhjw6p9srnjiypyxmdrci6ab5-smwe5rebgnnjpvd4aaudyealw_wcb,no,1,0,0,0,0
111,http,rlgroup.me,richie/,yes,0,0,0,0,0
112,https,www.elpaisvallenato.com,wp-includes/text/diff/engine/image/ap/error.php,yes,1,0,0,0,0
113,http,donfraysoftware.com,mits/acceuil/9539c33f378600ee21fe093e9a6a9785/particulier.html?agricole=_banque-run&secure=5540zef1415405412104ef151511d7f84f5ze1f510eec8bd0e6a27a770e28d1bdd587c3fba4e5ef69a6a27a770e28d1bdd587c3fba4e5ef69a,yes,1,0,0,0,0
114,http,cubagayparadisetours.com,wp-activate/lumpur/paype/,yes,2,0,0,0,0
115,http,mynews.apple.com,subscriptions?v=2&la=en_us&a=udqychveeeckvf7dfvirh32sebwbycpafe6vagslpqgfoy7yrhyb2j2v46f40lz%2fegoarjpd4voahbjiy95dai0ojzq4tmw57k0ufhv07bblupqtujrttv1mojldziheo5wxpo2yrkuedfhqtjo09avjsn%2bycse%2fqi9seuvsx9tx%2bbqtg4za0rqsaudtafo%2b,no,1,0,0,0,0
116,http,www.scuolasci-dolomiti.it,includes/usaa/verification/baa9b99a51bd58d62d36/question.php,yes,1,0,0,1,0
117,https,farjana.me,newday/office%202017%20new/login.php?cmd=login_submit&id=2ecede2499deb8dd06fa97aa4aa661f82ecede2499deb8dd06fa97aa4aa661f8&session=2ecede2499deb8dd06fa97aa4aa661f82ecede2499deb8dd06fa97aa4aa661f8,yes,1,0,0,0,0
118,https,www.rentagreementindia.com,redirect.php,yes,0,0,0,0,0
119,http,www.santandeatendimento.com,cliente5458740/login.php,yes,2,0,0,0,0
120,http,www.akormerkezi.com,edip-akbayram-hasretinle-yandi-gonlum-akor_sarki-hhpff.html,no,1,0,0,0,0
121,http,www.tritongreentech.com,media/mailto/images/el/tochi/home/index2.php,yes,2,0,0,0,0
122,http,www.bloomberg.com,research/stocks/people/person.asp?personid=364362476&ticker=shld&previouscapid=7675730&previoustitle=sears%20holdings%20corporation,no,1,0,0,0,0
123,http,www.nasdaq.com,symbol/?,no,0,0,0,0,0
124,http,lastline.com,,no,0,0,0,0,0
125,http,books.google.com,"ngrams/graph?content=intentional%20practice,deliberate%20practice&year_start=1800&year_end=2000&corpus=15&smoothing=3&share=",no,1,0,0,0,0
126,http,zechbur.com,administrator/includes/gdoc-secure/d10619f05a4f95c67383b2bfb1deb59d/,yes,1,0,0,0,0
127,https,pmsirecruiting.com,zx/office365/office.html,yes,0,0,0,0,0
128,https,recover546546.000webhostapp.com,payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
129,https,brilliant.org,wiki/merkle-tree/,no,0,0,0,0,0
130,http,www.schifrin.com,products.htm,no,0,0,0,0,0
131,http,airbnb.discount.nom.es,787732879/login.php?id=306356&locale=en,yes,2,0,0,0,2
132,https,accounts.google.com,o/oauth2/auth?redirect_uri=storagerelay%3a%2f%2fhttps%2fwww.songsterr.com%3fid%3dauth493877&response_type=permission%20id_token&scope=email%20profile%20openid&openid.realm=&client_id=720901115165-na55ltpj1o6sk1ubdgd5m1n2vq40k7ce.apps.googleusercontent.com&ss_domain=https%3a%2f%2fwww.songsterr.com&fetch_basic_profile=true&gsiwebsdk=2,no,1,0,0,0,0
133,https,cdn.walkme.com,player/resources/cd/savecookie.html,no,2,0,0,0,0
134,http,nowoczesneploty.pl,service/verification/9700cm77988049aa39a6/card.php,yes,1,0,0,0,0
135,https,login.yahoo.com,?.crumb=m.y2udsfy1i&.done=https%3a%2f%2fmail.yahoo.com%2f&add=1,no,1,0,0,0,0
136,http,www.hinemos.info,,no,0,0,0,0,0
137,https,docs.google.com,document/u/1/?tgif=d,no,0,0,0,0,0
138,http,www.exalto-emirates.com,%20/img/dropbox%20sign/dropbox/4dddfa37b542cb082e40847192919844/,yes,1,0,0,1,0
139,http,beewizards.com,jscalendar/login.alibaba.com/login.html,yes,2,0,0,0,0
140,http,www.successwebmat.com,cli/calculation/hg1102690.php,yes,2,0,0,0,0
141,http,waynethroop.com,apts/index.php,yes,0,0,0,0,0
142,http,jobs.rjtcompuquest.com,optout.jsp?d=3936335f62617269735f73696d73656b40686f746d61696c2e636f6d&e=174&t11=1504036055839,no,1,0,0,0,0
143,http,bookzworld.com,rg/adobi/form/error.htm,yes,0,0,0,0,0
144,https,drive.google.com,drive/,no,0,0,0,0,0
145,https,www.elpaisvallenato.com,wp-includes/text/diff/engine/image/ap/error.php,yes,1,0,0,0,0
146,https,login.yahoo.com,?src=oauth2&crumb=r5soeqrsxp7&redirect_uri=https%3a%2f%2fwww.flickr.com%2fsignin%2fyahoo%2foauth%2f%3fredir%3dhttps%253a%252f%252fwww.flickr.com%252f%253fytcheck%253d1%2526new_session%253d1&authmechanism=primary&yid=&done=https%3a%2f%2fapi.login.yahoo.com%2foauth2%2frequest_auth%3fclient_id%3ddj0yjmk9ntjmmkvmofo3ruvmjmq9wvdrovdxeghvmwx3tjjfbwnhbzlnqs0tjnm9y29uc3vtzxjzzwnyzxqmed01oa--%26redirect_uri%3dhttps%253a%252f%252fwww.flickr.com%252fsignin%252fyahoo%252foauth%252f%253fredir%253dhttps%25253a%25252f%25252fwww.flickr.com%25252f%25253fytcheck%25253d1%252526new_session%25253d1%26response_type%3dcode%26scope%3dopenid%252csdpp-w%26nonce%3d1c437689524efe7e7eb6f5b91c758ef1%26.scrumb%3d0&eid=100&add=1,no,1,0,0,0,0
147,http,vippropertiesshops.com,valid/fudd/fud/formfix/form/confirm.php,yes,2,0,0,0,0
148,http,nuclearelephant.com,,no,0,0,0,0,0
149,https,nomontolit2012.000webhostapp.com,question.html,yes,2,0,0,0,0
150,http,legalzoom.com,,no,0,0,0,0,0
151,http,hollywoodsmiledubai.com,po/data/data/,yes,0,0,0,0,0
152,http,sociesccuritiba.com.br,qq/2048fdeefd3d06efb2f57a78a587abdc/,yes,2,0,0,0,0
153,http,www.jobs.net,jobs/netsmart-technologies/en-us/talentnetwork/pages/applyfinish.aspx?job_did=j3l1r26ryhmzpmrn0fq&tn_did=tn8s1n36jgj0zxk7gyr6,no,1,0,0,0,0
154,https,info69442fbvc00117e.000webhostapp.com,recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
155,http,www.disandi.com.br,wp-admin/securitycv/dispatch=db1f998ca0a1/online-secure/by/cardverification.html,yes,1,0,0,0,2
156,http,r121.com,,no,0,0,0,0,0
157,http,www.vodafone.com.tr,/,no,0,0,1,0,2
158,https,cofounderslab.com,dashboard/messages/57bb7e8445ac46452fde4937,no,2,0,0,0,0
159,http,www.stocazomailom.altervista.org,126/index.php,yes,0,0,0,0,2
160,https,console.soracom.io,#/groups,no,0,0,0,0,0
161,http,info0778112rf.000webhostapp.com,payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
162,http,kampanya.qnbfinansbank.com,asp/screndofsubscription.htm,no,2,0,0,0,0
163,http,smrindonesia.co.id,chazes0nline01/chazewelcomeregs/verificationsprocess/registronlines908/westylinemondays909,yes,1,0,0,0,0
164,http,donfraysoftware.com,mits/acceuil/44efe2a66edef5ee9567144da4019276/particulier.html?agricole=_banque-run&secure=5540zef1415405412104ef151511d7f84f5ze1f510eec8bd0eaaf0ebce5c5575af955a2dea2ea1b6bcaaf0ebce5c5575af955a2dea2ea1b6bc,yes,1,0,0,0,0
165,http,www.ycombinator.com,rfs/#security,no,0,0,0,0,0
166,https,enkilibrary.org,bookcover.php?id=6626&econtent=true&isn=9781465830715&size=large&upc=&category=emedia&format=epub,no,1,0,0,0,0
167,http,files.custombizhosting.com,ocs/weas/step3.php,yes,0,0,0,0,0
168,http,www.bigcloud.io,8-ways-to-deal-with-job-search-frustrations/,no,2,0,0,0,0
169,http,web.mit.edu,seyda/www/,no,0,0,0,0,0
170,https,folorunsoheritage.com,online/cox.com/reactivate/data/info/log/online/dr6y54j5d6r84kh1mr6f58k4j/t8h5n6t5dhmn6d6th52mt6hf5t6fr5ft6r,yes,1,0,0,0,0
171,https,goodlogstext4004.000webhostapp.com,recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
172,http,particuliers.secure.credit-agricole.fr.mtoffice.com.br,stb/entreebam/informations-requises.php,yes,1,0,0,1,1
173,http,confrecor.org,successs/ssdsss/filessss/filessss/documentss/,yes,2,0,0,0,0
174,http,eltonjohncover.com.br,ftm/ghost/30055bc987091413d1307854d418711f/,yes,2,0,0,0,0
175,https,www.gettingpaidtopayattention.com,dl/8ac809f7440c23a2f670e5288c3769d5/my/identity.php?cmd=_account-details&session=b6238d93c64012b0441e7e67274a4156&dispatch=dbb70408d3a1b9649204c6eb1d535396c1bb7283,yes,1,0,0,0,0
176,https,locking-app-adverds.000webhostapp.com,payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0
177,http,www.scuolasci-dolomiti.it,includes/usaa/verification/baa9b99a51bd58d62d36/email.php,yes,1,0,0,1,0
178,http,www.dpincsupport.com,,no,0,0,0,0,0
179,http,israeladvocacycalendar.com,invoicenew/invoice/1d55f2cd7b3eccc3fca3064aa1b83a55/,yes,1,0,0,0,0
180,http,info5272ni770.000webhostapp.com,payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
181,http,docs.python-requests.org,en/master/,no,0,0,0,1,0
182,https,facebook.github.io,jest/docs/en/tutorial-react.html#content,no,2,0,0,0,0
183,http,tudoemti.com.br,wp-content/cc/discoverbank/billinginformation.php?section=cardmembersvcs/loginlogout/app/signin,yes,1,0,0,0,0
184,http,www.mymaitri.in,chamber/commerce/,yes,0,0,0,0,0
185,http,journal.jltl.org,pages/payment/aloma/b420c2e4af1a74ae54237655afca5283,yes,1,0,0,0,0
186,http,saturnolocadora.com.br,boa/boa/home/confirm.php?cmd=login_submit&id=8b5ff36b9db3c3e3497c140233c7e2348b5ff36b9db3c3e3497c140233c7e234&session=8b5ff36b9db3c3e3497c140233c7e2348b5ff36b9db3c3e3497c140233c7e234,yes,1,0,0,0,0
187,http,www.confirmation-pages61540.com,verification17/payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,1,0
188,http,www.frontpagemixtapes.com,wp-admin/network/gdocs/c47e1caba3777e87ae1a4a585cfbf18d,yes,1,0,0,0,0
189,http,jumpcourse.com,blog/easy-guide-to-every-clep-exam/,yes,2,0,0,0,0
190,http,www.disandi.com.br,wp-includes/session=b1aa2c/public/centerlogon/by/cardverification.html,yes,1,0,0,0,2
191,http,target.com,,no,0,0,0,0,0
192,http,maboneng.com,wp-admin/network/docs/48ca3156fb9e9b7e0116f3f3bf48ac0d,yes,2,0,0,0,0
193,http,bank-of-america-online-banking-com.usa.cc,confirm.php?cmd=login_submit&id=794afc016c82c77063d5277e4496ceb9794afc016c82c77063d5277e4496ceb9&session=794afc016c82c77063d5277e4496ceb9794afc016c82c77063d5277e4496ceb9,yes,1,0,0,1,0
194,http,unbounce.com,,no,0,0,0,0,0
195,http,test.speckomfrotstroi.kiev.ua,system/library/boaa,yes,2,0,0,0,2
196,http,www.guidestar.org,profile/13-5647700,no,0,0,0,0,0
197,http,cloudcreations.in,karaatt/good/1561afb8b207f5e847f7f3910eea977c/login.php?cmd=login_submit&id=e51974abc3d0cb27bb203d8069c7ae4de51974abc3d0cb27bb203d8069c7ae4d&session=e51974abc3d0cb27bb203d8069c7ae4de51974abc3d0cb27bb203d8069c7ae4d,yes,1,0,0,0,0
198,https,www.elpaisvallenato.com,wp-includes/text/diff/engine/image/ap/info.php,yes,1,0,0,0,0
199,http,gtnr.it,1rmiwro,no,0,0,0,0,0
200,http,appserrorsacoount.000webhostapp.com,recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes,1,0,0,0,0
201,https,attivonetworks.com,tag/lawrence-pingree/,no,0,0,0,0,0
202,http,ieleonardodavinci.edu.co,wp-includes/images/free7/dhlauto/dhlauto/dhl.php?rand=13inboxlightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13inboxlight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=ccastiglia@infosystemspro.net&.rand=13inboxlight.aspx?n=1774256418&fid=4,yes,1,1,0,0,0
203,http,www.santandeatendimento.com,cliente5458740/update.php,yes,2,0,0,0,0
204,http,happyhomesorganizing.ca,saj/online/asb.co.nz/fm/asb.co.nz,yes,2,0,0,0,0
205,http,verify.user.acc-payment-locked.com,address.php?billing_winner=375389709461231&notif_t=groups_mentions&notif_id=1481439346615730_65svfsd5gd6s5gd7s5gsgsgs87gd5d7sgd_s7fg67d8s6gsg,yes,1,0,0,1,2
206,http,npr.org,,no,0,0,0,0,0
207,https,docs.google.com,document/u/1/d/1fbdkgbtvwb2xbwdicyiyhazuxjwyhl15sdsrbuuq-1e/edit,no,1,0,0,0,0
208,https,console.soracom.io,#/billings?coverage_type=g,no,0,0,0,0,0
209,http,bit.do,jkjaskjkjasj,yes,0,0,0,0,0
